Pokemon,Acrobatics,Acro Mod,Athletics,Athl Mod,Charm,Charm Mod,Combat,Com Mod,Command,Cmd Mod,Gen Ed,Gen Mod,Med Ed,Med Mod,Occult Ed,Occ Mod,Poke Ed,Poke Mod,Tech Ed,Tech Mod,Focus,Focus Mod,Guile,Guile Mod,Intimidate,Intim Mod,Intuition,Int Mod,Perception,Per Mod,Stealth,Slth Mod,Survival,Sur Mod
Politoed,5,+3,4,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+1,2,+1,2,+0
Poliwag,2,+0,2,+1,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+1,2,+0,2,+0
Poliwhirl,3,+2,3,+1,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,2,+1,2,+1,2,+0
Poliwrath,3,+3,5,+2,2,+0,4,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+1,2,+1,2,+0
Ponyta,3,+1,3,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,3,+1,2,+0,2,+0
Poochyena,2,+1,3,+1,2,+0,2,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+1,3,+1,2,+0
Porygon,2,+0,1,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,3,+0,3,+0,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Porygon-Z,2,+2,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,5,+3,3,+0,2,+0,2,+0,2,+0,4,+0,2,+2,2,+0
Porygon2,2,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+1,4,+0,2,+0,2,+0,2,+0,4,+2,2,+0,2,+0
Primeape,4,+2,5,+2,2,+0,4,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Prinplup,3,+2,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Probopass,1,+0,4,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,4,+1,2,+1,2,+0
Psyduck,1,+0,2,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,1,+0,1,+0,2,+0
Pumpkaboo A,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo (A),2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo-A,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo Average,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo (Average),2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo-Average,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo L,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo (L),2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo-L,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo Large,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo (Large),2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo-Large,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo Sm,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo (Sm),2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo-Sm,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo Small,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo (Small),2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo-Small,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo Su,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo (Su),2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo-Su,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo Super,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo (Super),2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pumpkaboo-Super,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Pupitar,1,+0,4,+2,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+1,3,+1,2,+0
Purrloin,3,+1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+2,2,+0
Purugly,2,+0,2,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Pyroar,3,+0,5,+2,2,+0,5,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Quagsire,2,+0,4,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+1,2,+0,2,+0
Quilava,3,+0,4,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+3,4,+3,2,+0
Quilladin,2,+0,4,+2,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Qwilfish,2,+2,3,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Raichu,2,+1,4,+1,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+3,2,+0,2,+0,2,+0,2,+1,3,+0,2,+0
Raikou,5,+0,4,+3,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+2,4,+0,2,+0
Ralts,2,+0,1,+2,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Rampardos,2,+0,4,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+2,2,+0,2,+0,2,+0,3,+1,2,+1,2,+0
Rapidash,4,+2,6,+4,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Raticate,3,+0,3,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+0,4,+0,2,+0
Rattata,3,+0,1,+0,2,+0,2,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,4,+0,2,+0
Rayquaza,6,+2,4,+0,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Regice,2,+0,5,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Regigigas,2,+0,6,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+2,1,+2,2,+0
Regirock,2,+0,5,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Registeel,2,+0,5,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Relicanth,1,+2,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Remoraid,3,+0,2,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Reshiram,3,+0,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,-3,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Reuniclus,2,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Rhydon,2,+0,4,+3,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Rhyhorn,1,+0,3,+3,2,+0,2,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Rhyperior,2,+0,5,+3,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Riolu,2,+1,3,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+2,3,+2,2,+0
Roggenrola,1,+0,2,+2,2,+0,1,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Roselia,3,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Roserade,4,+1,3,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+3,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Rotom,3,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,4,+0,2,+0
Rotom N,3,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,4,+0,2,+0
Rotom (N),3,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,4,+0,2,+0
Rotom-N,3,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,4,+0,2,+0
Rotom Normal,3,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,4,+0,2,+0
Rotom (Normal),3,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,4,+0,2,+0
Rotom-Normal,3,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,4,+0,2,+0
Rotom Fn,5,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,3,-1,2,+0
Rotom (Fn),5,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,3,-1,2,+0
Rotom-Fn,5,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,3,-1,2,+0
Rotom Fan,5,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,3,-1,2,+0
Rotom (Fan),5,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,3,-1,2,+0
Rotom-Fan,5,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,3,-1,2,+0
Rotom Fr,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+0,2,+0
Rotom (Fr),2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+0,2,+0
Rotom-Fr,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+0,2,+0
Rotom Frost,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+0,2,+0
Rotom (Frost),2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+0,2,+0
Rotom-Frost,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+0,2,+0
Rotom H,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,2,+0,2,+0
Rotom (H),2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,2,+0,2,+0
Rotom-H,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,2,+0,2,+0
Rotom Heat,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,2,+0,2,+0
Rotom (Heat),2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,2,+0,2,+0
Rotom-Heat,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,2,+0,2,+0
Rotom M,3,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+2,2,+0
Rotom (M),3,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+2,2,+0
Rotom-M,3,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+2,2,+0
Rotom Mow,3,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+2,2,+0
Rotom (Mow),3,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+2,2,+0
Rotom-Mow,3,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+2,2,+0
Rotom W,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+0,2,+0
Rotom (W),2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+0,2,+0
Rotom-W,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+0,2,+0
Rotom Wash,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+0,2,+0
Rotom (Wash),2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+0,2,+0
Rotom-Wash,2,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,4,+4,2,+0,2,+0,2,+0,2,+0,2,+2,1,+0,2,+0
Rufflet,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Sableye,3,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,4,+2,4,+0,2,+0
Salamence,3,+0,5,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+3,2,+0,2,+0,2,+0,3,+1,1,+0,2,+0
Samurott,4,+3,5,+0,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Sandile,2,+0,3,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+1,3,+1,2,+0
Sandshrew,2,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+1,3,+1,2,+0
Sandslash,3,+0,4,+1,2,+0,4,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,4,+1,2,+0
Sawk,3,+1,4,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+3,2,+0,2,+0,2,+0,3,+2,3,+0,2,+0
Sawsbuck,4,+2,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+2,2,+0,2,+0,2,+0,3,+0,3,+1,2,+0
Scatterbug,2,+0,1,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Sceptile,5,+2,4,+0,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,5,+3,2,+0
Scizor,4,+0,5,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+0,3,-2,2,+0
Scolipede,3,+0,4,+3,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,3,+2,2,+0
Scrafty,2,+0,4,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+2,4,+2,2,+0
Scraggy,2,+0,3,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+2,3,+2,2,+0
Scyther,5,+2,4,+0,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,-2,2,+0,2,+0,2,+0,3,+0,3,+2,2,+0
Seadra,2,+0,3,+1,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,2,+2,2,+0,2,+0
Seaking,3,+1,4,+0,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Sealeo,2,+2,3,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Seedot,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Seel,2,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Seismitoad,4,+2,5,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,2,+0,2,+0
Sentret,3,+0,1,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Serperior,4,+0,3,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+0,2,+0,2,+0,2,+0,5,+2,5,+3,2,+0
Servine,4,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,4,+3,2,+0
Seviper,2,+0,3,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+3,2,+0,2,+0,2,+0,4,+2,4,+1,2,+0
Sewaddle,1,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Sharpedo,3,+2,4,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Shaymin L,4,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+2,5,+2,2,+0
Shaymin (L),4,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+2,5,+2,2,+0
Shaymin-L,4,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+2,5,+2,2,+0
Shaymin Land,4,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+2,5,+2,2,+0
Shaymin (Land),4,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+2,5,+2,2,+0
Shaymin-Land,4,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+2,5,+2,2,+0
Shaymin S,5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,3,+0,2,+0
Shaymin (S),5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,3,+0,2,+0
Shaymin-S,5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,3,+0,2,+0
Shaymin Sky,5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,3,+0,2,+0
Shaymin (Sky),5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,3,+0,2,+0
Shaymin-Sky,5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,3,+0,2,+0
Shedinja,4,-1,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+2,4,+0,2,+0
Shelgon,1,+0,2,+0,2,+0,2,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+3,2,+0,2,+0,2,+0,3,+1,3,+0,2,+0
Shellder,1,+0,1,+1,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Shellos,1,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
